Category;Source;subtitle;article_text;Link
1;El Deforma;GALERÍA: El Verde presenta su exquisita colección Primavera – Verano *NUMBER*;"El Verde siempre se destaca en campaña por sus originales ítems y modelos que le dan a las personas para que se les quede grabada su marca, misma que ha estado entre la moda de los mexicanos durante años y hoy, más genuinos que nunca, presentan su colección Primavera-Verano *NUMBER*.
Algunos de estos atuendos ya fueron presentados en el transcurso de las campañas, y otros apenas se mostrarán en cuanto pase el *NUMBER* de junio y puedan celebrar siguiendo repartiendo estos bonitos artículos de su colección.
Porque no solo llaman la atención sus propuestas como cámaras de seguridad en el transporte, refugios para mujeres violentadas y su apoyo a la canasta básica…
Sino que esta exquisita colección para esta temporada se viene con todo, para el frío, el calor, exteriores e interiores, disfruta:
Un chaleco siempre viene bien. Si ya vas a la escuela, nada mejor que la mochila clásica que siempre le cabe todo, forrada con un impermeable interno para los derrames del agua de Jamaica o el sandwich aplastado. Ahora que si lo tuyo son las pasarelas de modas, también tienen artículos para ti.
¿Quieres saber qué hora es? El Verde siempre te lo dirá con esta hermosísima pieza armada por los más finos artesanos relojeros mexicanos. Los estudiantes de intercambio valoran mucho la mercancía del verde. ¡Y dónde mejor para presumir tu gorra nueva del Verde que al mitin! Vístete bien, porque siempre hay alguien de chismoso.";https://eldeforma.com/2021/06/02/verde-coleccion-2021/
0;Tribuna Noticias ;Academia de policia ignacio zaragoza tendra certificacion de clase mundial;"Academia de policia ignacio zaragoza tendra certificacion de clase mundial
Diódoro Carrasco, Secretario General de Gobierno y Presidente Ejecutivo del Consejo Estatal de Coordinación del Sistema Nacional de Seguridad Pública (CECSNSP), signó un convenio de colaboración con Virgil L. Young, representante de la Comisión de Acreditación para Agencias de Aplicación de la Ley (CALEA por sus siglas en inglés), que permite garantizar que los cursos que se imparten en la Academia de Formación Policial ""General Ignacio Zaragoza"" cumplan con los más altos estándares de calidad.
La acreditación que otorga CALEA, con duración de tres años, permite demostrar públicamente la integridad de la organización que la adquiere.
El estudio fundamenta los procesos de la academia, como la calidad de la información, disciplina, evaluaciones y procesos y de los cursos que se imparten.
Durante la reunión de trabajo para esta firma estuvieron presentes Daniel Vázquez Sentíes, Secretario Ejecutivo del CECSNSP; Lourdes Rosales Martínez, Rectora de la Academia de Formación y Desarrollo Policial ""Ignacio Zaragoza""; Sandra D. Guajardo y Xavier Benavides, Auditores miembros de CALEA, entre otros.";https://www.tribunanoticias.mx/academia-de-policia-ignacio-zaragoza-tendra-certificacion-de-clase-mundial/
1;Retroceso;EEUU: Lista la Flota del Pacífico para intervenir en puertos mexicanos;"EEUU: Lista la Flota del Pacífico para intervenir en puertos mexicanos
Los ejercicios militares anuales más grandes conocidos como RIMPAC *NUMBER* en los que participa México y Estados Unidos así como otras naciones del Pacífico ocurren justo cuando el escenario electoral en nuestra nación se encuentra en un momento de incertidumbre por lo que se encuentran listos para intervenir.
Ayer en Hawaii el mensaje de hermandad emitido por el almirante John C. Aquilino, comandante de la flota del Pacífico de los Estados Unidos, dejó claro que el apoyo militar signado con las naciones participantes es total e incondicional cuando alguna de ellas se encuentre en peligro.
Se trata de la demostración militar más grande del planeta, con *NUMBER* naves y submarinos y cerca de *NUMBER* mil efectivos militares, donde México participa con el buque insignia ARM Usumacinta (A-*NUMBER*).
En caso de un brote de violencia a partir de las elecciones de este domingo, la gran Flota del Pacífico está lista para intervenir los puertos mexicanos, desde Acapulco, hasta Guaymas y todos los de la península de Baja California, a fin de salvaguardar en apoyo la paz y la tranquilidad de la nación mexicana, tal y como ha sido convenido con el Comando Norte (NorthCom), en los acuerdos de cooperación para la seguridad de América del Norte.
México pertence al Comando Norte de ayuda mutua, y sus fuerzas armadas tienen esquemas de operación signados.
Por lo pronto, toda la flota se encuentra en las inmediaciones de Hawaii, preparados para una movilización que tendría respuesta en menos de *NUMBER* horas, en caso de que el estado mexicano así lo requiera.";https://retroceso.com/2018/06/29/eeuu-lista-la-flota-del-pacifico-para-intervenir-en-puertos-mexicanos/
0;La Jornada;Ministro israelí pide matar a palestinos que ataquen con cometas;"Ministro israelí pide matar a palestinos que ataquen con cometas
Manifestantes palestinos trasladan a un hombre herido durante los enfrentamientos con soldados israelíes en la frontera entre Gaza e Israel, este martes. Foto Xinhua
Tel Aviv. El ministro israelí de Seguridad Pública, Gilad Erdan, llamó este lunes al asesinato selectivo de los palestinos que llevan semanas lanzando cometas incendiarias desde la Franja de Gaza contra territorio israelí.
""Espero que el ejército israelí reaccione frente a quienes guían las cometas como haría con cualquier otro terrorista"", dijo. Los asesinatos selectivos del Ejército israelí ""deben dirigirse también a quienes envían las cometas, añadió.
En las últimas semanas, los palestinos han lanzado unas *NUMBER* cometas con material incendiario de Gaza a Israel, en el marco de las protestas que tienen lugar en la Franja de Gaza. De ellas, *NUMBER* fueron interceptadas, como informó el ministerio de Defensa israelí. El resto desencadenaron *NUMBER* incendios que quemaron nueve kilómetros cuadrados de superficie agrícola y bosques, causando daños que los medios calcularon en unos *NUMBER* millones de euros.";http://www.jornada.com.mx/ultimas/2018/06/05/ministro-israeli-pide-matar-a-palestinos-que-lancen-cometas-9593.html
1;El Ruinaversal;"PIDE PEÑA ARRESTO DOMICILIARIO PARA DUARTE; ""NO ESTÁ EN CONDICIONES DE SEGUIR EN PRISIÓN""";"PIDE PEÑA ARRESTO DOMICILIARIO PARA DUARTE; ""NO ESTÁ EN CONDICIONES DE SEGUIR EN PRISIÓN""
CDMX.- Enrique Peña Nieto citó a medios de comunicación para hablar sobre la detención del ex gobernador Javier Duarte, señalando que cuando regresé a México él mismo supervisará que se le aplique todo el peso de la ley, pero también que se respeten sus derechos y garantías como cualquier ciudadano.
El priista mencionó que ""no tendrá privilegios hacia Duarte"" aunque sean amigos, sin embargo (en caso de ser encontrado culpable) tratará de que la sentencia la cumpla con arresto domiciliario y no en prisión, señalando que Javier está muy mal de salud y no esta en condiciones de estar en una cárcel.
""No voy a negar tengo una bonita relación de amistad con Duarte y toda su familia, desafortunadamente él tomó malas decisiones pero eso no lo minimiza como persona. Si un juez dictamina que cometió los delitos, pediré que se le otorgue un arresto domiciliario porque así como se le debe aplicar la ley, también se deben hacer valer sus derechos"".
""Tras ser arrestado, Javier fue sometido a un par de exámenes médicos y se demostró que esta incapacitado para estar en una prisión ya que eso podría estresarlo y desatar una tragedia"".
ENRIQUE PEÑA NIETO
""Duarte está muy estresado y tiene principios de anemia porque no quiere comer por toda la presión. Él la está pasando muy mal, de hecho ya había engordado varios kilos y recuperado su figura sana, pero ahorita ya volvió a bajar de peso drásticamente, todo esto lo debilitó y, dios no quiera, podría desatarse una tragedia. Los exámenes médicos no mienten, él no está en condiciones físicas ni psicológicas de estar en prisión"", comentó.
Peña Nieto señaló que está dispuesto a que Javidú ""cumpla su arresto domiciliario en la Casa Blanca de Angélica Rivera"", para que su salud mejore. ""Propongo que sea en la Casa Blanca de mi mujer donde pague su condena, ya que ahí estará más vigilado y tendrá los medios necesarios para mejorarse, y por supuesto supervisaremos que no salga en ningún momento.
""Tenemos un cuarto de huéspedes muy amplio, podría estar ahí en la Casa Blanca en lo que dura su juicio, que a veces se alargan uno o dos años, y ya si resulta culpable se podría trasladar a su mansión en Veracruz o cumplir sus años de condena en la residencia de mi mujer, ya él lo decidirá"".
""La idea es que relaje del susto y su salud mejore, pero si resulta culpable yo mismo me encargare de que no salga de la casa por un buen tiempo"", puntualizó.";http://www.elruinaversal.com/2018/04/17/pide-pena-arresto-domiciliario-para-duarte-no-esta-en-condiciones-de-seguir-en-prision/
0;El país;Una empresa contratada por la campaña de Trump contactó con WikiLeaks para obtener los emails de Clinton;"Una empresa contratada por la campaña de Trump contactó con WikiLeaks para obtener los emails de Clinton
El director de la entidad solicitó a Assange los *NUMBER* polémicos emails desaparecidos del servidor privado de la demócrata
El director de una empresa vinculada al equipo de campaña de Donald Trump contactó en *NUMBER* al fundador de WikiLeaks, Julian Assange, para obtener los polémicos correos electrónicos del servidor privado de Hillary Clinton, según CNN. La intención de Alexander Nix, alto ejecutivo de la empresa de análisis de datos Cambridge Analytica, era supuestamente proveer esa información —*NUMBER* emails que desaparecieron del servidor— a los asesores del candidato republicano para poder atacar a su contrincante político.
La campaña de Trump contrató a la empresa en el verano de *NUMBER*, meses antes de las elecciones de noviembre, siempre según la versión de CNN. Assange, según comunicó este miércoles al diario The Daily Beast habría rechazado la oferta de colaboración. Durante la campaña, WikiLeaks fue responsable de divulgar una buena parte de los emails que Clinton había enviado desde un servidor privado, un peso con el que tuvo que cargar durante toda la campaña y que el FBI llegó a investigar por la posibilidad de haber manejado material confidencial con poca cautela.
Tras esa filtración, en marzo de *NUMBER*, Trump hizo un llamamiento en una rueda de prensa: ""Rusia, si estáis escuchando, espero que podáis encontrar los *NUMBER* emails de Clinton que están desaparecidos"". Para los servicios de inteligencia estadounidenses, Assange es considerado un enemigo del país. El director de la CIA le ha calificado de ""fraude"". Según algunas informaciones, que WikiLeaks niega, Assange pudo haber jugado en favor de las intenciones del Kremlin, a quien una investigación del gobierno de EE UU acusó de haber tratado de interferir en las elecciones.
La información publicada por CNN vuelve a generar nuevas dudas sobre la posibilidad de que el equipo de Trump buscara coordinarse con otras fuerzas exteriores para derrotar a Clinton. Pese a las numerosas investigaciones sobre la influencia rusa en curso —por parte de dos comités del Congreso, los servicios de inteligencia y un fiscal especial independiente—, todavía no se ha demostrado que hubo colusión entre el Kremlin y Trump para abrir una causa judicial contra el presidente o su entorno.
En julio de este año la prensa estadounidense divulgó que Donald Trump Jr., el hijo mayor del presidente, se reunió con una abogada rusa con lazos al Kremlin bajo la promesa de recibir información incriminatorio sobre Clinton. Desde entonces, tanto el primogénito como el yerno de Trump, Jared Kushner, también forman parte de la lista de cuestionados por quienes lideran las investigaciones.";https://elpais.com/internacional/2017/10/26/estados_unidos/1508973838_560447.html
0;El financiero;Tribunal Electoral ‘frena’ a AMLO para promover revocación de mandato: ‘es violatorio de la ley’;"La entidad señaló que dicha ley establece que el INE es el único organismo facultado para emplear recursos públicos en la promoción. La Sala Superior del Tribunal Electoral del Poder Judicial de la Federación (TEPJF) determinó que el presidente de la República,  AMLO, está legalmente imposibilitado para opinar o informar acerca de la consulta de revocación de mandato.
Señaló, por ello, que los lineamientos emitidos que establecen la posibilidad de que el mandatario federal tenga “derecho a opinar e informar acerca de la continuidad de su cargo” son violatorios de la Ley Federal de Revocación de Mandato.
Recordaron que dicha ley establece que el Instituto Nacional Electoral (INE) es la única entidad facultada para emplear recursos públicos en la promoción objetiva, imparcial y con fines informativos de consulta de revocación de mandato. Agregaron que el Presidente de la República, y en general todos los entes de Gobierno, tienen prohibido influir en la opinión de la ciudadanía durante el proceso de la revocación de mandato. 
La decisión de la Sala Superior del TEPJF se dio al resolver *NUMBER* medios de impugnación relacionados con la consulta popular para la revocación de mandato del presidente de la República, prevista a realizarse el domingo *NUMBER* de marzo de *NUMBER*.
Los proyectos de sentencia fueron presentados por la magistrada Mónica Aralí Soto Fregoso y los magistrados Indalfer Infante Gonzales, Felipe Alfredo Fuentes Barrera y José Luis Vargas Valdez resolvió.
En otra de las impugnaciones, las y los magistrados estimaron que quien busque participar activamente en la consulta no necesita expresar en su escrito de intención los motivos o causas por lo que quiere participar, ya que no es un requisito exigido por la Ley.
Dijeron que la Dirección Ejecutiva de Prerrogativas y Partidos Políticos del INE tiene atribuciones para aplicar los lineamientos y analizar el cumplimiento de los requisitos del escrito de aviso de intención.
Asimismo, la Sala Superior del TEPJF destacó que debe advertirse que la figura de revocación de mandato es de reciente incorporación al marco constitucional mexicano, por lo que es de suma relevancia garantizar su correcta reglamentación.
Estimaron que, además, se debe propiciar el involucramiento de la ciudadanía, no sólo como un derecho individual, sino como un derecho de ejercicio de participación política de carácter colectivo.";https://www.elfinanciero.com.mx/nacional/2021/11/01/tribunal-electoral-frena-a-amlo-para-promover-revocacion-de-mandato-es-violatorio-de-la-ley/
0;Animal Político;AMLO compara la atención a personas en pobreza con cuidar animales;"López Obrador puso de ejemplo las cuotas en las escuelas públicas y en los desayunos escolares, así como los costos de atenderse en hospitales para defender sus políticas sociales y criticar nuevamente al sistema neoliberal. El presidente  AMLO defendió sus programas sociales comparando los apoyos destinados a personas en situación de pobreza, con la atención a mascotas.
El mandatario criticó que mientras “los neoliberales” consideran que las acciones de rescate al sistema financiero son un “fomento”, la entrega de apoyos a la gente es “paternalismo, es populismo”. López Obrador puso de ejemplo las cuotas en las escuelas públicas y en los desayunos escolares, así como los costos de atenderse en hospitales para defender su postura.
El presidente dijo que ya no habrá “hipocresía”, y sostuvo que su gobierno buscará combatir desigualdades. Desde el inicio de su gobierno, el mandatario ha culpado a la política neoliberal de frenar el crecimiento económico, del aumento de la pobreza y la corrupción. Incluso comparó las tres décadas que ha estado vigente este modelo económico y social – desde mediados de *NUMBER* a la fecha – con los tres siglos de saqueo de colonial de la corona española. En diferentes ocasiones López Obrador ha dicho que la violencia y desigualdad que vive el país es producto de la política de saqueo y abandono de la gente, resultado del neoliberalismo.";https://www.animalpolitico.com/2019/03/amlo-compara-atencion-pobreza-animales/
0;Proceso;Choca el auto clásico en el que compite Felipe Calderón en el Rally Maya;"Horas después del banderazo de salida del Rally Maya México (RMM) *NUMBER* de autos clásicos, el expresidente Felipe Calderón Hinojosa se llevó la nota al chocar el Volkswagen Karmann Ghia, de los *NUMBER*, en el centro histórico de esta ciudad.
La séptima edición del RMM, que concluirá el *NUMBER* de mayo en Quintana Roo, arrancó a las *NUMBER* de la mañana del *NUMBER* de mayo en el malecón de esta capital con la participación de *NUMBER* autos clásicos que recorrerán *NUMBER* comunidades de la península de Yucatán. Con el número *NUMBER*, Felipe Calderón participa nuevamente como piloto en esta carrera junto con su hermano Juan Luis como copiloto, quien al momento del accidente iba al volante del Karmann Ghia, de color blanco y con placas YZN-814-B de Yucatán. El choque ocurrió al ocaso del *NUMBER* de mayo en el cruce de las calles *NUMBER* con *NUMBER* del recinto amurallado, pero la noticia comenzó a circular poco antes de la medianoche. De acuerdo con vecinos que atestiguaron el percance, el Karmann Ghia, que transitaba por la calle *NUMBER* y cuyo conductor, que “no era Felipe Calderón sino un señor canoso”, se pasó el alto provocando el choque con un auto March que transitaba con preferencia sobre la calle *NUMBER*. El March resultó con el frente dañado, mientras que el auto clásico de Calderón se llevó un golpe en el costado delantero del lado del conductor. Los involucrados llegaron a un arreglo para el resarcimiento. Dado que el vehículo del exmandatario resultó con el faro roto, no se sabe si podrá continuar en la competencia pues como parte de las reglas de la carrera se menciona que todas las luces de los autos deben funcionar.";
1;Censura 0;"AMLO le responde a Anaya por insultar a su esposa:"" Mi señora se respeta""(SE CANSO)";"AMLO le responde a Anaya por insultar a su esposa:"" Mi señora se respeta""(SE CANSO)
El líder del PAN, Ricardo Anaya, explotó de ira y no dudó en comentar su opinión sobre la esposa del líder de Morena y candidato presidencial para las elecciones del *NUMBER*,  AMLO.
Un testigo dio a conocer un audio en donde se le escucha hablar mal sobre AMLO y su esposa así como también sobre el partido de izquierda Morena.
En dicho audio se oye lo siguiente: ""A AMLO y su partido lleno de oportunistas hay que detenerlos, han llegado muy lejos, hay que darle donde más le duele y sacar los secretos de su esposa… (balbuceos)… Si, Beatriz, es una prostituta sin educación (Risas)… Es hora de ponerle fin a sus campaña.""
A tan polémicas declaraciones el líder de Morena respondió: ""Es una falta de respeto que un hombre se exprese así de una mujer, a las mujeres se les debe respeto no se les toca ni con el pétalo de una rosa, y todavia hay quienes apoyan a este perdedor""";http://censura0.com/2018/06/21/amlo-le-responde-a-anaya-por-insultar-a-su-esposa-mi-senora-se-respetase-canso/
1;El Ruinaversal;AFIRMAN QUE PRI ANALIZA DESTITUIR A MEADE COMO SU PRESIDENCIABLE Y LANZAR A MANUEL VELASCO;"AFIRMAN QUE PRI ANALIZA DESTITUIR A MEADE COMO SU PRESIDENCIABLE Y LANZAR A MANUEL VELASCO
México.- Un fuerte desconcierto causó una reconocida revista de política, al asegurar que los directivos del Partido Revolucionario Institucional se encuentran analizando la idea de ""destituir a José Antonio Meade como su candidato a la presidencia"", y lanzar al gobernador de Chiapas, Manuel Velasco, señalando que ""tiene más posibilidades de ganarse la preferencia de la gente"".
Según los periodistas, el PRI ""ha tirado la toalla por Meade"" ya que las encuestas lo colocan como el menos favorito (e incluso en algunas investigaciones la candidata independiente Margarita Zavala está por encima de él), por lo que decidieron lanzar a Manuel Velasco y su esposa Anahí como pareja presidencial, esperando repetir el éxito del sexenio pasado con la dupla Peña-Rivera:
""El PRI está desesperado, incluso ellos han tirado la toalla con Meade. Los directivos del partido consideran que fue un error tratar a la gente de forma más inteligente y en estas elecciones lanzar a un presidenciable más serio. Creyeron que el pueblo estaba harto de la fórmula de novela que utilizaron con Peña, pero se percataron que a la gente le encanta el circo y finalmente eran lo que querían ver nuevamente.
En esta ocasión optaron por escoger un candidato completamente diferente a Enrique, pensando que estaban acabados y lanzando a un hombre recto e intachable recuperarían la preferencia del pueblo, sin embargo la realidad no fue así: Meade ha pasado totalmente desapercibido y no encuentran una estrategia para que pueda triunfar, por lo que han decidido aprovechar los pocos meses que faltan para la elección y repetir la fórmula de telenovela de Peña-Rivera, ahora con Maneul Velasco y Anahí"", señaló.
Según varios medios, los integrantes del PRI ya se reunieron con los ejecutivos de Televisa con la finalidad de crear una campaña telenovelera ""idéntica"" a del sexenio pasado: ""prácticamente replicarán la formula anterior, que será lanzar a Manuel y Anahí como una pareja de ensueño de novela. Ellos se presentarán en todos los programas, desfilarán por alfombras rojas, saldrán en las mejores revistas del corazón, y en general habrá una campaña muy grande enfatizando lo perfectos que son, para entonces anunciar el cambio en breve. Esa es la única forma de que el PRI aspire a obtener el poder nuevamente, porque con Meade definitivamente no hay posiblidades"", dijeron.
Los investigadores señalaron que ""es completamente legal cambiar de candidato"" en plena época de campaña electoral, ya que la constitución señala que está permitido que un partido sustituya a su presidenciable, siempre y cuando sea en un lapso mayor a un mes de las elecciones.";http://www.elruinaversal.com/2018/05/09/afirman-que-pri-analiza-destituir-a-meade-como-su-presidenciable-y-lanzar-a-manuel-velasco/
0;El país;El abogado de 'El Chapo' pide que se retrase cuatro meses el juicio;"El abogado de 'El Chapo' pide que se retrase cuatro meses el juicio
El proceso está previsto que comience el próximo *NUMBER* de abril pero la defensa argumenta que no cuenta con recursos suficientes
Eduardo Balarezo, el nuevo abogado que representa a Joaquín ""El Chapo"" Guzmán en el proceso penal en Estados Unidos, acaba de entregar una petición al juez Brian Cogan en la que le pide un retraso de cuatro meses en el inicio del juicio en la corte federal de Brooklyn. El representante legal del capo mexicano dice que no dispone ni de los fondos ni del tiempo suficiente para preparar la defensa de su cliente.
Cogan confirmó tras la vista preparatoria celebrada hace casi dos meses que el juicio estaba previsto que arrancara el *NUMBER* de abril, por lo que si acepta la petición de Balarezo podría retrasarse hasta la segunda mitad de agosto o comienzos de septiembre. El abogado dijo entonces que quería que empezara cuanto antes, aunque señaló que necesitaría tiempo para poder examinar las pruebas de la fiscalía.
La acusación produjo cerca de *NUMBER* páginas de documentos. Se trata en su mayoría de pruebas que no implican directamente a Guzmán, de acuerdo con Balarezo. Las declaraciones de informantes y colaboradores se entregarán a la defensa dos días antes del juicio, para que las trabaje e investigue antes de que Guzmán se siente en el banquillo frente al jurado.
Para justificar su solicitud de aplazamiento, el abogado cita ahora que las condiciones de aislamiento total impiden al recluso comunicar a los miembros de su familia sobre cómo deben proceder con el pago de los honorarios. ""La defensa no cuenta con fondos suficientes en este momento para estar preparada de una manera adecuada para un juicio que está a menos de cuatro meses"", afirma el letrado.
La petición entregada el *NUMBER* de diciembre cita, además, que su cliente solo puede ver las evidencias que se utilizaran en el proceso a través de un ordenador o de un hueco en la pared a través del que sus abogados pueden entregarles los documentos. Balarezo considera que este sistema ""no es factible"" porque Guzmán no sabe utilizar el ordenador y eso ""imposibilita prácticamente"" la revisión de las pruebas.
El juez Cogan se negó hasta ahora a autorizar visitas en las que pueda haber un contacto directo entre el acusado y su equipo de abogados, alegando cuestiones de seguridad. Guzmán solo puede reunirse con Balarezo en una habitación especial que está dividida por un muro y la comunicación se realiza a través de una ventana blindada. Sí permitió que fuera visitado por sus dos hijas gemelas.
Joaquín Guzmán fue extraditado a EE UU a final del pasado enero, la noche antes de que Barack Obama cediera la presidencia a Donald Trump. Desde entonces no se le permite hablar con otras personas que no sean sus abogados y solo puede abandonar la celda una hora al día para hacer ejercicio. El acusado se resiste a un retraso en el inicio del juicio, porque no aguanta más estas condiciones.
La próxima vista preparatoria está prevista para el *NUMBER* de enero, coincidiendo con el aniversario de la extradición. El juez ya autorizó que el acusado fuera sometido a una evaluación psicológica para determinar si estaba en condiciones de defenderse en el juicio. Balarezo dijo ante el juez que Guzmán tiene alucinaciones, sufre dolores de cabeza y le cuesta recordar nombres y fechas.";https://elpais.com/internacional/2017/12/26/actualidad/1514315319_577941.html
1;El Ruinaversal;EXTRANJEROS QUE TENGAN MÁS DE *NUMBER* MESES EN MÉXICO PODRÁN VOTAR EL *NUMBER* DE JULIO AUNQUE NO TENGAN CIUDADANÍA;"EXTRANJEROS QUE TENGAN MÁS DE *NUMBER* MESES EN MÉXICO PODRÁN VOTAR EL *NUMBER* DE JULIO AUNQUE NO TENGAN CIUDADANÍA
México.- El titular del Instituto Nacional Electoral (INE), Lorenzo Córdova, reveló a los medios que los extranjeros que tengan más de *NUMBER* meses radicando en nuestro país podrán votar en las elecciones el próximo *NUMBER* de julio para elegir al nuevo presiente de la república, y a otros aspirantes a ocupar diversos puestos públicos.
Lorenzo señaló que los extranjeros podrán emitir el sufragio aunque no tengan la ciudadanía mexicana, y solo deberán comprobar que tienen más de *NUMBER* meses radicando en nuestro país (sin importar si estan de forma permanente o solo de vacaciones):
""Está comprobado que *NUMBER* meses es tiempo suficiente para que una persona conozca la situación política y social de un país si radica en el. Eso tambien aplica para situaciones locales: en México, una persona originaria de un estado puede competir por un cargo público de otra región si lleva más de *NUMBER* meses radicando ahí.
Un claro ejemplo es López obrador, quien siendo originario de Tabasco y tras ocupar puestos gubernamentales de esa entidad, finalmente fue Jefe de Gobierno del Distrito Federal (ahora Ciudad de México) tras vivir un año en la capital"", señaló.
Lorenzo mencionó que en el caso de los extranjeros que radiquen de forma permanente en México será más fácil darles el permiso para votar, y los foráneos que estén de vacaciones o por un periodo de meses deberán demostrar obligatoriamente cuanto tiempo llevan en el país:
""Los extranjeros que no tienen la ciudadanía pero se encuentran trabajando o ya viven por años aquí, será fácil que comprueben que tienen el periodo mínimo de *NUMBER* meses. En el caso de los que solo estén de vacaciones pero cumplen con el periodo, les pedimos que lleven fotos, videos o comprobantes de domicilio del lugar donde rentan para demostrar que efectivamente tienen más de medio año en México y puedan votar, incluso será valido llevar *NUMBER* testigos mexicanos que acrediten la información"", relató.
Córdova mencionó que hicieron una encuesta entre *NUMBER* mil extranjeros, y todos tienen votos divididos: ""unos apoyan a Meade, otros a Anaya, por supuesto a Obrador e incluso a El Bronco.- Digo esto porque de verdad, ya estamos hartos de la paranoia de los que creen que todas las decisiones que tomamos son para desfavorecer a AMLO, así como hay extranjeros que no lo apoyan hay otros que sí, entiendan, no todos creen que él sea la mejor opción para el país"", relató.
Por su parte, una ciudadana estadounidense de nombre Scarlett Olsen, de *NUMBER* años y que lleva *NUMBER* año radicando en México, se mostró emocionada de poder votar: ""yo vivir *NUMBER* meses en Venezuela y situación del país estar horrible. No querer esto para México, no querer que sea como Venezuela, por eso yo no votar por Obrador. Es peligro, Obrador feo, no votar por él, yo votar por Meade porque gustar gobierno de Peña, muy bueno, me encantar México como estar ahora, no querer que cambie México por eso yo votar PRI, fuchi Obrador, es malo"", confesó.
Por su parte, Yim Long, un ciudadano chino, comentó: ""我知道墨西哥存在這種情況,這就是為什麼我會投票給奧布拉多,他是最好的選擇,我不會讓權力黑手黨再次統治,這就是為什麼我會盡我所能支持反洗錢 (yo si estoy consciente de la situación que se vive en México, y por eso votaré por Obrador, él es la mejor opción y no dejaré que la mafia del poder otra vez gobierne, por eso pondré mi granito de arena apoyando a AMLO)"", relató.";http://www.elruinaversal.com/2018/06/26/extranjeros-que-tengan-mas-de-6-meses-en-mexico-podran-votar-el-1-de-julio-aunque-no-tengan-ciudadania/
0;CNN en español;El Brasil de hoy: polarización y violencia política;"El Brasil de hoy: polarización y violencia política
Faltan siete meses para las elecciones generales del *NUMBER* de octubre en Brasil, pero la campaña electoral ya está en pleno apogeo, aunque en principio el período oficial de propaganda electoral comienza a partir del *NUMBER* de agosto.
En realidad, es muy común que los diferentes candidatos recorran el país antes de inscribirse, pero lo novedoso es el clima de violencia que se ha desatado y que —por ahora— tuvo su momento más álgido el martes *NUMBER* de marzo cuando atacaron con armas de fuego la caravana del expresidente Lula de Silva en el sur de Brasil, un día después de otro ataque con huevos y piedras.
Brasil vive un clima de violencia política como no se veía hace mucho tiempo.
En febrero, el presidente Michel Temer decretó la militarización del Estado de Río de Janeiro y en marzo asesinaron en la ciudad de Rio a la concejala de izquierda Marielle Franco. Según una investigación de Congressoemfoco, un reconocido sitio periodístico apartidario, desde enero de *NUMBER* y hasta el *NUMBER* de marzo de *NUMBER*, al menos *NUMBER* concejales fueron asesinados en diferentes ciudades, en circunstancias no del todo esclarecidas, pero varios vinculados a la política por sus denuncias a mafias y narcotraficantes locales.
Brasil atraviesa una crisis política de magnitud y con una fuerte polarización. Por un lado, hay un expresidente, elogiado en todo el mundo por sus logros en la lucha contra la pobreza durante sus ocho años de gestión, que puede ir a la cárcel en cualquier momento condenado por un caso de corrupción que siempre ha negado, lo que impediría su candidatura. Por el otro, un presidente que ha sugerido que podría presentarse como candidato y que reconoce que inaugura obras usando la maquinaria del Estado pensando en octubre, a pesar de que diversas encuestas muestran que su intención de voto no alcanza ni siquiera el dos por ciento y su gobierno tiene una evaluación negativa del *NUMBER* por ciento. Vale la pena recordar que los brasileños son muy afectos a las encuestas y que estos datos han tenido amplia difusión.
Lula calificó a sus atacantes de fascistas y junto a otros precandidatos llamó a formar un frente de defensa por la democracia. Aunque parezca increíble, este es el Brasil de hoy.";https://cnnespanol.cnn.com/2018/03/30/el-brasil-de-hoy-polarizacion-y-violencia-Política/
1;Retroceso;Javier Lozano llegó borracho al Aeropuerto;"Javier Lozano llegó borracho al Aeropuerto Internacional de La Paz y pidiendo 'scorts'.
in POLÍTICA by jorge damian castañeda martinez MÉXICO.- Así como RETROCESO lo informó en tiempo y forma sobre la visita a la península de Baja California Sur en su capital La Paz, el senador Javier Lozano, visitó al Gobernador de BCS en días pasados.
He aquí una prueba más de inmoralidad de estos actores políticos que despilfarran los dineros del pueblo. Se sabe que horas más tarde de sus íntimos encuentros, realizaron una transacción económica para pagar a los autores materiales del vídeo del caso ANAYA.";https://retroceso.com/2018/06/10/javier-lozano-llego-borracho-al-aeropuerto-internacional-de-la-paz-y-pidiendo-escorts/
